ligand,program_module,receiver_level,receiver_celltype,frozen_PE_direction,P1_PARACRINE_CORE,measured_module_gene_n,frozen_module_gene_n,measured_coverage_proportion,positive_potential_module_target_n,required_measured_gene_n,competent_receptor_n,competent_receptors,weighted_target_rank_compatibility,permutation_P,target_compatibility_BH_FDR,target_compatibility_class,nichenet_directionality,source_url,signed_reversal_class,omnipath_collectri_class,cytosig_class,sender_evidence_level,baseline_classification,licensing_classification,sender_P1,sender_P2,CORRECTED_ADMATI_SUPPORT,EXTERNAL_SCRNA_SUPPORT,INDEPENDENT_BULK_PROGRAM_SUPPORT,celltype_localization_claim,module_union_sha256,BASELINE_SENDER_ROBUSTNESS,PARACRINE_ANNOTATION,LICENSING_CONTEXT,RECEPTOR_COMPETENCE,LR_DATABASE_SUPPORT,TARGET_COMPATIBILITY,SIGNED_REVERSAL_EVIDENCE,RECEIVER_EVIDENCE_LEVEL,duplicate_molecular_evidence_rule,axis_tier
CD47,PROGRAM_MODULE_07,R1,PLACENTAL_STROMAL,UP_IN_PE_PROGRAM,NO,62,78,0.7948717948717948,62,15,1,SIRPA,0.8498453686532561,0.0004997501249375312,0.000613460000401329,TARGET_COMPATIBLE,UNSIGNED_COMPATIBILITY_ONLY,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15,SIGNED_EVIDENCE_INSUFFICIENT,NOT_EVALUABLE,NOT_EVALUABLE,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,NO,YES,CORRECTED_ADMATI_SUPPORT,YANG_LOPE_DIRECTIONAL_SUPPORT,BULK_MODULE_DIRECTIONAL,DEPENDENT_ON_SINGLE_CELL_EVIDENCE_NOT_VALIDATED_BY_BULK,8d2d945c8ec5be894a2381be09bb2f076501cac25a1d430d2679f991ad2e6ec3,S2,P2_EXTRACELLULAR_EXTENDED,NO_CLEAR_LICENSING_EFFECT,RECEPTOR_COMPETENT,NICHENET_LR_WITH_COMPETENT_RECEPTOR,TARGET_COMPATIBLE,SIGNED_EVIDENCE_INSUFFICIENT,R1,same module_union_sha256 is one pathway-level object; localization retained separately,TIER_B_COMPATIBILITY_CANDIDATE
CD55,PROGRAM_MODULE_07,R1,PLACENTAL_STROMAL,UP_IN_PE_PROGRAM,YES,62,78,0.7948717948717948,62,15,0,,0.8361918823858454,0.0004997501249375312,0.000613460000401329,NOT_TARGET_COMPATIBLE,UNSIGNED_COMPATIBILITY_ONLY,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15,SIGNED_EVIDENCE_INSUFFICIENT,NOT_EVALUABLE,NOT_EVALUABLE,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,CORRECTED_ADMATI_SUPPORT,YANG_LOPE_DIRECTIONAL_SUPPORT,BULK_MODULE_DIRECTIONAL,DEPENDENT_ON_SINGLE_CELL_EVIDENCE_NOT_VALIDATED_BY_BULK,8d2d945c8ec5be894a2381be09bb2f076501cac25a1d430d2679f991ad2e6ec3,S2,P1_PARACRINE_CORE,PASSAGE_DEPENDENT,NO_COMPETENT_RECEPTOR,NO_COMPETENT_NICHENET_LR,NOT_TARGET_COMPATIBLE,SIGNED_EVIDENCE_INSUFFICIENT,R1,same module_union_sha256 is one pathway-level object; localization retained separately,NOT_PRIORITIZED
CD58,PROGRAM_MODULE_07,R1,PLACENTAL_STROMAL,UP_IN_PE_PROGRAM,NO,62,78,0.7948717948717948,62,15,1,PTPRT,0.8610174769340502,0.0004997501249375312,0.000613460000401329,TARGET_COMPATIBLE,UNSIGNED_COMPATIBILITY_ONLY,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15,SIGNED_EVIDENCE_INSUFFICIENT,NOT_EVALUABLE,NOT_EVALUABLE,S1,ROBUST_BASELINE_SENDER,LICENSING_CONSISTENT_UP,NO,YES,CORRECTED_ADMATI_SUPPORT,YANG_LOPE_DIRECTIONAL_SUPPORT,BULK_MODULE_DIRECTIONAL,DEPENDENT_ON_SINGLE_CELL_EVIDENCE_NOT_VALIDATED_BY_BULK,8d2d945c8ec5be894a2381be09bb2f076501cac25a1d430d2679f991ad2e6ec3,S1,P2_EXTRACELLULAR_EXTENDED,LICENSING_CONSISTENT_UP,RECEPTOR_COMPETENT,NICHENET_LR_WITH_COMPETENT_RECEPTOR,TARGET_COMPATIBLE,SIGNED_EVIDENCE_INSUFFICIENT,R1,same module_union_sha256 is one pathway-level object; localization retained separately,TIER_B_COMPATIBILITY_CANDIDATE
CD59,PROGRAM_MODULE_07,R1,PLACENTAL_STROMAL,UP_IN_PE_PROGRAM,YES,62,78,0.7948717948717948,62,15,0,,0.853993648328811,0.0004997501249375312,0.000613460000401329,NOT_TARGET_COMPATIBLE,UNSIGNED_COMPATIBILITY_ONLY,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15,SIGNED_EVIDENCE_INSUFFICIENT,NOT_EVALUABLE,NOT_EVALUABLE,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,CORRECTED_ADMATI_SUPPORT,YANG_LOPE_DIRECTIONAL_SUPPORT,BULK_MODULE_DIRECTIONAL,DEPENDENT_ON_SINGLE_CELL_EVIDENCE_NOT_VALIDATED_BY_BULK,8d2d945c8ec5be894a2381be09bb2f076501cac25a1d430d2679f991ad2e6ec3,S2,P1_PARACRINE_CORE,PASSAGE_DEPENDENT,NO_COMPETENT_RECEPTOR,NO_COMPETENT_NICHENET_LR,NOT_TARGET_COMPATIBLE,SIGNED_EVIDENCE_INSUFFICIENT,R1,same module_union_sha256 is one pathway-level object; localization retained separately,NOT_PRIORITIZED
CD82,PROGRAM_MODULE_07,R1,PLACENTAL_STROMAL,UP_IN_PE_PROGRAM,NO,62,78,0.7948717948717948,62,15,0,,0.8238885546396868,0.0004997501249375312,0.000613460000401329,NOT_TARGET_COMPATIBLE,UNSIGNED_COMPATIBILITY_ONLY,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15,SIGNED_EVIDENCE_INSUFFICIENT,NOT_EVALUABLE,NOT_EVALUABLE,S1,ROBUST_BASELINE_SENDER,LICENSING_CONSISTENT_UP,NO,YES,CORRECTED_ADMATI_SUPPORT,YANG_LOPE_DIRECTIONAL_SUPPORT,BULK_MODULE_DIRECTIONAL,DEPENDENT_ON_SINGLE_CELL_EVIDENCE_NOT_VALIDATED_BY_BULK,8d2d945c8ec5be894a2381be09bb2f076501cac25a1d430d2679f991ad2e6ec3,S1,P2_EXTRACELLULAR_EXTENDED,LICENSING_CONSISTENT_UP,NO_COMPETENT_RECEPTOR,NO_COMPETENT_NICHENET_LR,NOT_TARGET_COMPATIBLE,SIGNED_EVIDENCE_INSUFFICIENT,R1,same module_union_sha256 is one pathway-level object; localization retained separately,NOT_PRIORITIZED
CD9,PROGRAM_MODULE_07,R1,PLACENTAL_STROMAL,UP_IN_PE_PROGRAM,YES,62,78,0.7948717948717948,62,15,3,CD36;CLDN1;IGSF8,0.8658054792884492,0.0004997501249375312,0.000613460000401329,TARGET_COMPATIBLE,UNSIGNED_COMPATIBILITY_ONLY,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15,SIGNED_EVIDENCE_INSUFFICIENT,NOT_EVALUABLE,NOT_EVALUABLE,S1,ROBUST_BASELINE_SENDER,LICENSING_CONSISTENT_DOWN,YES,YES,CORRECTED_ADMATI_SUPPORT,YANG_LOPE_DIRECTIONAL_SUPPORT,BULK_MODULE_DIRECTIONAL,DEPENDENT_ON_SINGLE_CELL_EVIDENCE_NOT_VALIDATED_BY_BULK,8d2d945c8ec5be894a2381be09bb2f076501cac25a1d430d2679f991ad2e6ec3,S1,P1_PARACRINE_CORE,LICENSING_CONSISTENT_DOWN,RECEPTOR_COMPETENT,NICHENET_LR_WITH_COMPETENT_RECEPTOR,TARGET_COMPATIBLE,SIGNED_EVIDENCE_INSUFFICIENT,R1,same module_union_sha256 is one pathway-level object; localization retained separately,TIER_B_COMPATIBILITY_CANDIDATE
CD99,PROGRAM_MODULE_07,R1,PLACENTAL_STROMAL,UP_IN_PE_PROGRAM,YES,62,78,0.7948717948717948,62,15,3,CD81;CD99;PILRB,0.8638593747554318,0.0004997501249375312,0.000613460000401329,TARGET_COMPATIBLE,UNSIGNED_COMPATIBILITY_ONLY,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15,SIGNED_EVIDENCE_INSUFFICIENT,NOT_EVALUABLE,NOT_EVALUABLE,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,YES,YES,CORRECTED_ADMATI_SUPPORT,YANG_LOPE_DIRECTIONAL_SUPPORT,BULK_MODULE_DIRECTIONAL,DEPENDENT_ON_SINGLE_CELL_EVIDENCE_NOT_VALIDATED_BY_BULK,8d2d945c8ec5be894a2381be09bb2f076501cac25a1d430d2679f991ad2e6ec3,S2,P1_PARACRINE_CORE,NO_CLEAR_LICENSING_EFFECT,RECEPTOR_COMPETENT,NICHENET_LR_WITH_COMPETENT_RECEPTOR,TARGET_COMPATIBLE,SIGNED_EVIDENCE_INSUFFICIENT,R1,same module_union_sha256 is one pathway-level object; localization retained separately,TIER_B_COMPATIBILITY_CANDIDATE
CDH13,PROGRAM_MODULE_07,R1,PLACENTAL_STROMAL,UP_IN_PE_PROGRAM,NO,62,78,0.7948717948717948,62,15,0,,0.8252278334256894,0.0004997501249375312,0.000613460000401329,NOT_TARGET_COMPATIBLE,UNSIGNED_COMPATIBILITY_ONLY,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15,SIGNED_EVIDENCE_INSUFFICIENT,NOT_EVALUABLE,NOT_EVALUABLE,S1,ROBUST_BASELINE_SENDER,LICENSING_CONSISTENT_DOWN,NO,YES,CORRECTED_ADMATI_SUPPORT,YANG_LOPE_DIRECTIONAL_SUPPORT,BULK_MODULE_DIRECTIONAL,DEPENDENT_ON_SINGLE_CELL_EVIDENCE_NOT_VALIDATED_BY_BULK,8d2d945c8ec5be894a2381be09bb2f076501cac25a1d430d2679f991ad2e6ec3,S1,P2_EXTRACELLULAR_EXTENDED,LICENSING_CONSISTENT_DOWN,NO_COMPETENT_RECEPTOR,NO_COMPETENT_NICHENET_LR,NOT_TARGET_COMPATIBLE,SIGNED_EVIDENCE_INSUFFICIENT,R1,same module_union_sha256 is one pathway-level object; localization retained separately,NOT_PRIORITIZED
CDH2,PROGRAM_MODULE_07,R1,PLACENTAL_STROMAL,UP_IN_PE_PROGRAM,NO,62,78,0.7948717948717948,62,15,1,CDON,0.8616212132986113,0.0004997501249375312,0.000613460000401329,TARGET_COMPATIBLE,UNSIGNED_COMPATIBILITY_ONLY,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15,DISEASE_CONCORDANT_POTENTIAL,CONCORDANT,NOT_EVALUABLE,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,NO,NO,CORRECTED_ADMATI_SUPPORT,YANG_LOPE_DIRECTIONAL_SUPPORT,BULK_MODULE_DIRECTIONAL,DEPENDENT_ON_SINGLE_CELL_EVIDENCE_NOT_VALIDATED_BY_BULK,8d2d945c8ec5be894a2381be09bb2f076501cac25a1d430d2679f991ad2e6ec3,S2,P3_FULL_LR_SENSITIVITY,NO_CLEAR_LICENSING_EFFECT,RECEPTOR_COMPETENT,NICHENET_LR_WITH_COMPETENT_RECEPTOR,TARGET_COMPATIBLE,DISEASE_CONCORDANT_POTENTIAL,R1,same module_union_sha256 is one pathway-level object; localization retained separately,TIER_C_EXTENDED_EXTRACELLULAR
CFH,PROGRAM_MODULE_07,R1,PLACENTAL_STROMAL,UP_IN_PE_PROGRAM,YES,62,78,0.7948717948717948,62,15,0,,0.8268777924702662,0.0004997501249375312,0.000613460000401329,NOT_TARGET_COMPATIBLE,UNSIGNED_COMPATIBILITY_ONLY,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15,SIGNED_EVIDENCE_INSUFFICIENT,NOT_EVALUABLE,NOT_EVALUABLE,S1,ROBUST_BASELINE_SENDER,LICENSING_CONSISTENT_UP,YES,YES,CORRECTED_ADMATI_SUPPORT,YANG_LOPE_DIRECTIONAL_SUPPORT,BULK_MODULE_DIRECTIONAL,DEPENDENT_ON_SINGLE_CELL_EVIDENCE_NOT_VALIDATED_BY_BULK,8d2d945c8ec5be894a2381be09bb2f076501cac25a1d430d2679f991ad2e6ec3,S1,P1_PARACRINE_CORE,LICENSING_CONSISTENT_UP,NO_COMPETENT_RECEPTOR,NO_COMPETENT_NICHENET_LR,NOT_TARGET_COMPATIBLE,SIGNED_EVIDENCE_INSUFFICIENT,R1,same module_union_sha256 is one pathway-level object; localization retained separately,NOT_PRIORITIZED
CIB1,PROGRAM_MODULE_07,R1,PLACENTAL_STROMAL,UP_IN_PE_PROGRAM,NO,62,78,0.7948717948717948,62,15,0,,0.8462691157521768,0.0004997501249375312,0.000613460000401329,NOT_TARGET_COMPATIBLE,UNSIGNED_COMPATIBILITY_ONLY,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15,SIGNED_EVIDENCE_INSUFFICIENT,NOT_EVALUABLE,NOT_EVALUABLE,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,NO,NO,CORRECTED_ADMATI_SUPPORT,YANG_LOPE_DIRECTIONAL_SUPPORT,BULK_MODULE_DIRECTIONAL,DEPENDENT_ON_SINGLE_CELL_EVIDENCE_NOT_VALIDATED_BY_BULK,8d2d945c8ec5be894a2381be09bb2f076501cac25a1d430d2679f991ad2e6ec3,S2,P3_FULL_LR_SENSITIVITY,PASSAGE_DEPENDENT,NO_COMPETENT_RECEPTOR,NO_COMPETENT_NICHENET_LR,NOT_TARGET_COMPATIBLE,SIGNED_EVIDENCE_INSUFFICIENT,R1,same module_union_sha256 is one pathway-level object; localization retained separately,NOT_PRIORITIZED
CKLF,PROGRAM_MODULE_07,R1,PLACENTAL_STROMAL,UP_IN_PE_PROGRAM,YES,62,78,0.7948717948717948,62,15,1,LRP6,0.6506360355614684,0.0009995002498750624,0.001211858659905175,TARGET_COMPATIBLE,UNSIGNED_COMPATIBILITY_ONLY,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15,SIGNED_EVIDENCE_INSUFFICIENT,NOT_EVALUABLE,NOT_EVALUABLE,S2,ROBUST_BASELINE_SENDER,DONOR_DEPENDENT,YES,YES,CORRECTED_ADMATI_SUPPORT,YANG_LOPE_DIRECTIONAL_SUPPORT,BULK_MODULE_DIRECTIONAL,DEPENDENT_ON_SINGLE_CELL_EVIDENCE_NOT_VALIDATED_BY_BULK,8d2d945c8ec5be894a2381be09bb2f076501cac25a1d430d2679f991ad2e6ec3,S2,P1_PARACRINE_CORE,DONOR_DEPENDENT,RECEPTOR_COMPETENT,NICHENET_LR_WITH_COMPETENT_RECEPTOR,TARGET_COMPATIBLE,SIGNED_EVIDENCE_INSUFFICIENT,R1,same module_union_sha256 is one pathway-level object; localization retained separately,TIER_B_COMPATIBILITY_CANDIDATE
CLDN11,PROGRAM_MODULE_07,R1,PLACENTAL_STROMAL,UP_IN_PE_PROGRAM,NO,62,78,0.7948717948717948,62,15,0,,0.8399406589796763,0.0004997501249375312,0.000613460000401329,NOT_TARGET_COMPATIBLE,UNSIGNED_COMPATIBILITY_ONLY,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15,SIGNED_EVIDENCE_INSUFFICIENT,NOT_EVALUABLE,NOT_EVALUABLE,S1,ROBUST_BASELINE_SENDER,LICENSING_CONSISTENT_DOWN,NO,NO,CORRECTED_ADMATI_SUPPORT,YANG_LOPE_DIRECTIONAL_SUPPORT,BULK_MODULE_DIRECTIONAL,DEPENDENT_ON_SINGLE_CELL_EVIDENCE_NOT_VALIDATED_BY_BULK,8d2d945c8ec5be894a2381be09bb2f076501cac25a1d430d2679f991ad2e6ec3,S1,P3_FULL_LR_SENSITIVITY,LICENSING_CONSISTENT_DOWN,NO_COMPETENT_RECEPTOR,NO_COMPETENT_NICHENET_LR,NOT_TARGET_COMPATIBLE,SIGNED_EVIDENCE_INSUFFICIENT,R1,same module_union_sha256 is one pathway-level object; localization retained separately,NOT_PRIORITIZED
CLEC11A,PROGRAM_MODULE_07,R1,PLACENTAL_STROMAL,UP_IN_PE_PROGRAM,YES,62,78,0.7948717948717948,62,15,1,ITGB1,0.8422026825682479,0.0004997501249375312,0.000613460000401329,TARGET_COMPATIBLE,UNSIGNED_COMPATIBILITY_ONLY,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15,SIGNED_EVIDENCE_INSUFFICIENT,NOT_EVALUABLE,NOT_EVALUABLE,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,YES,YES,CORRECTED_ADMATI_SUPPORT,YANG_LOPE_DIRECTIONAL_SUPPORT,BULK_MODULE_DIRECTIONAL,DEPENDENT_ON_SINGLE_CELL_EVIDENCE_NOT_VALIDATED_BY_BULK,8d2d945c8ec5be894a2381be09bb2f076501cac25a1d430d2679f991ad2e6ec3,S2,P1_PARACRINE_CORE,NO_CLEAR_LICENSING_EFFECT,RECEPTOR_COMPETENT,NICHENET_LR_WITH_COMPETENT_RECEPTOR,TARGET_COMPATIBLE,SIGNED_EVIDENCE_INSUFFICIENT,R1,same module_union_sha256 is one pathway-level object; localization retained separately,TIER_B_COMPATIBILITY_CANDIDATE
CLMP,PROGRAM_MODULE_07,R1,PLACENTAL_STROMAL,UP_IN_PE_PROGRAM,NO,62,78,0.7948717948717948,62,15,0,,0.8717549223881073,0.0004997501249375312,0.000613460000401329,NOT_TARGET_COMPATIBLE,UNSIGNED_COMPATIBILITY_ONLY,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15,SIGNED_EVIDENCE_INSUFFICIENT,NOT_EVALUABLE,NOT_EVALUABLE,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,NO,NO,CORRECTED_ADMATI_SUPPORT,YANG_LOPE_DIRECTIONAL_SUPPORT,BULK_MODULE_DIRECTIONAL,DEPENDENT_ON_SINGLE_CELL_EVIDENCE_NOT_VALIDATED_BY_BULK,8d2d945c8ec5be894a2381be09bb2f076501cac25a1d430d2679f991ad2e6ec3,S2,P3_FULL_LR_SENSITIVITY,NO_CLEAR_LICENSING_EFFECT,NO_COMPETENT_RECEPTOR,NO_COMPETENT_NICHENET_LR,NOT_TARGET_COMPATIBLE,SIGNED_EVIDENCE_INSUFFICIENT,R1,same module_union_sha256 is one pathway-level object; localization retained separately,NOT_PRIORITIZED
CLU,PROGRAM_MODULE_07,R1,PLACENTAL_STROMAL,UP_IN_PE_PROGRAM,YES,62,78,0.7948717948717948,62,15,0,,0.8491821782163316,0.0004997501249375312,0.000613460000401329,NOT_TARGET_COMPATIBLE,UNSIGNED_COMPATIBILITY_ONLY,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15,SIGNED_EVIDENCE_INSUFFICIENT,NOT_EVALUABLE,NOT_EVALUABLE,S2,ROBUST_BASELINE_SENDER,DONOR_DEPENDENT,YES,YES,CORRECTED_ADMATI_SUPPORT,YANG_LOPE_DIRECTIONAL_SUPPORT,BULK_MODULE_DIRECTIONAL,DEPENDENT_ON_SINGLE_CELL_EVIDENCE_NOT_VALIDATED_BY_BULK,8d2d945c8ec5be894a2381be09bb2f076501cac25a1d430d2679f991ad2e6ec3,S2,P1_PARACRINE_CORE,DONOR_DEPENDENT,NO_COMPETENT_RECEPTOR,NO_COMPETENT_NICHENET_LR,NOT_TARGET_COMPATIBLE,SIGNED_EVIDENCE_INSUFFICIENT,R1,same module_union_sha256 is one pathway-level object; localization retained separately,NOT_PRIORITIZED
COL12A1,PROGRAM_MODULE_07,R1,PLACENTAL_STROMAL,UP_IN_PE_PROGRAM,YES,62,78,0.7948717948717948,62,15,2,ITGA1;ITGB1,0.8712517501756882,0.0004997501249375312,0.000613460000401329,TARGET_COMPATIBLE,UNSIGNED_COMPATIBILITY_ONLY,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15,SIGNED_EVIDENCE_INSUFFICIENT,NOT_EVALUABLE,NOT_EVALUABLE,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,CORRECTED_ADMATI_SUPPORT,YANG_LOPE_DIRECTIONAL_SUPPORT,BULK_MODULE_DIRECTIONAL,DEPENDENT_ON_SINGLE_CELL_EVIDENCE_NOT_VALIDATED_BY_BULK,8d2d945c8ec5be894a2381be09bb2f076501cac25a1d430d2679f991ad2e6ec3,S2,P1_PARACRINE_CORE,PASSAGE_DEPENDENT,RECEPTOR_COMPETENT,NICHENET_LR_WITH_COMPETENT_RECEPTOR,TARGET_COMPATIBLE,SIGNED_EVIDENCE_INSUFFICIENT,R1,same module_union_sha256 is one pathway-level object; localization retained separately,TIER_B_COMPATIBILITY_CANDIDATE
COL16A1,PROGRAM_MODULE_07,R1,PLACENTAL_STROMAL,UP_IN_PE_PROGRAM,YES,62,78,0.7948717948717948,62,15,2,ITGA1;ITGB1,0.8607078991195477,0.0004997501249375312,0.000613460000401329,TARGET_COMPATIBLE,UNSIGNED_COMPATIBILITY_ONLY,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15,SIGNED_EVIDENCE_INSUFFICIENT,NOT_EVALUABLE,NOT_EVALUABLE,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,CORRECTED_ADMATI_SUPPORT,YANG_LOPE_DIRECTIONAL_SUPPORT,BULK_MODULE_DIRECTIONAL,DEPENDENT_ON_SINGLE_CELL_EVIDENCE_NOT_VALIDATED_BY_BULK,8d2d945c8ec5be894a2381be09bb2f076501cac25a1d430d2679f991ad2e6ec3,S2,P1_PARACRINE_CORE,PASSAGE_DEPENDENT,RECEPTOR_COMPETENT,NICHENET_LR_WITH_COMPETENT_RECEPTOR,TARGET_COMPATIBLE,SIGNED_EVIDENCE_INSUFFICIENT,R1,same module_union_sha256 is one pathway-level object; localization retained separately,TIER_B_COMPATIBILITY_CANDIDATE
COL18A1,PROGRAM_MODULE_07,R1,PLACENTAL_STROMAL,UP_IN_PE_PROGRAM,YES,62,78,0.7948717948717948,62,15,5,GPC1;ITGA1;ITGA5;ITGB1;PTPRS,0.8689525752482006,0.0004997501249375312,0.000613460000401329,TARGET_COMPATIBLE,UNSIGNED_COMPATIBILITY_ONLY,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15,REVERSAL_SUPPORTED,REVERSAL,NOT_EVALUABLE,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,CORRECTED_ADMATI_SUPPORT,YANG_LOPE_DIRECTIONAL_SUPPORT,BULK_MODULE_DIRECTIONAL,DEPENDENT_ON_SINGLE_CELL_EVIDENCE_NOT_VALIDATED_BY_BULK,8d2d945c8ec5be894a2381be09bb2f076501cac25a1d430d2679f991ad2e6ec3,S2,P1_PARACRINE_CORE,PASSAGE_DEPENDENT,RECEPTOR_COMPETENT,NICHENET_LR_WITH_COMPETENT_RECEPTOR,TARGET_COMPATIBLE,REVERSAL_SUPPORTED,R1,same module_union_sha256 is one pathway-level object; localization retained separately,TIER_A_DIRECTIONAL_RESCUE_CANDIDATE
COL1A1,PROGRAM_MODULE_07,R1,PLACENTAL_STROMAL,UP_IN_PE_PROGRAM,YES,62,78,0.7948717948717948,62,15,10,CD36;CD44;DDR1;DDR2;ITGA1;ITGA3;ITGA5;ITGAV;ITGB1;SDC1,0.8503665558705387,0.0004997501249375312,0.000613460000401329,TARGET_COMPATIBLE,UNSIGNED_COMPATIBILITY_ONLY,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15,DISEASE_CONCORDANT_POTENTIAL,CONCORDANT,NOT_EVALUABLE,S1,ROBUST_BASELINE_SENDER,LICENSING_CONSISTENT_DOWN,YES,YES,CORRECTED_ADMATI_SUPPORT,YANG_LOPE_DIRECTIONAL_SUPPORT,BULK_MODULE_DIRECTIONAL,DEPENDENT_ON_SINGLE_CELL_EVIDENCE_NOT_VALIDATED_BY_BULK,8d2d945c8ec5be894a2381be09bb2f076501cac25a1d430d2679f991ad2e6ec3,S1,P1_PARACRINE_CORE,LICENSING_CONSISTENT_DOWN,RECEPTOR_COMPETENT,NICHENET_LR_WITH_COMPETENT_RECEPTOR,TARGET_COMPATIBLE,DISEASE_CONCORDANT_POTENTIAL,R1,same module_union_sha256 is one pathway-level object; localization retained separately,NOT_PRIORITIZED
COL1A2,PROGRAM_MODULE_07,R1,PLACENTAL_STROMAL,UP_IN_PE_PROGRAM,YES,62,78,0.7948717948717948,62,15,5,CD36;CD44;DDR1;ITGA1;ITGB1,0.8304471552431776,0.0004997501249375312,0.000613460000401329,TARGET_COMPATIBLE,UNSIGNED_COMPATIBILITY_ONLY,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15,DISEASE_CONCORDANT_POTENTIAL,CONCORDANT,NOT_EVALUABLE,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,YES,YES,CORRECTED_ADMATI_SUPPORT,YANG_LOPE_DIRECTIONAL_SUPPORT,BULK_MODULE_DIRECTIONAL,DEPENDENT_ON_SINGLE_CELL_EVIDENCE_NOT_VALIDATED_BY_BULK,8d2d945c8ec5be894a2381be09bb2f076501cac25a1d430d2679f991ad2e6ec3,S2,P1_PARACRINE_CORE,NO_CLEAR_LICENSING_EFFECT,RECEPTOR_COMPETENT,NICHENET_LR_WITH_COMPETENT_RECEPTOR,TARGET_COMPATIBLE,DISEASE_CONCORDANT_POTENTIAL,R1,same module_union_sha256 is one pathway-level object; localization retained separately,NOT_PRIORITIZED
