ligand,program_module,receiver_level,receiver_celltype,frozen_PE_direction,P1_PARACRINE_CORE,measured_module_gene_n,frozen_module_gene_n,measured_coverage_proportion,positive_potential_module_target_n,required_measured_gene_n,competent_receptor_n,competent_receptors,weighted_target_rank_compatibility,permutation_P,target_compatibility_BH_FDR,target_compatibility_class,nichenet_directionality,source_url,signed_reversal_class,omnipath_collectri_class,cytosig_class,sender_evidence_level,baseline_classification,licensing_classification,sender_P1,sender_P2,CORRECTED_ADMATI_SUPPORT,EXTERNAL_SCRNA_SUPPORT,INDEPENDENT_BULK_PROGRAM_SUPPORT,celltype_localization_claim,module_union_sha256,BASELINE_SENDER_ROBUSTNESS,PARACRINE_ANNOTATION,LICENSING_CONTEXT,RECEPTOR_COMPETENCE,LR_DATABASE_SUPPORT,TARGET_COMPATIBILITY,SIGNED_REVERSAL_EVIDENCE,RECEIVER_EVIDENCE_LEVEL,duplicate_molecular_evidence_rule,axis_tier
CXCL6,PROGRAM_MODULE_04,R2A,HOFBAUER,UP_IN_PE_PROGRAM,YES,18,19,0.9473684210526315,18,12,0,,0.9019283134645938,0.0004997501249375312,0.000613460000401329,NOT_TARGET_COMPATIBLE,UNSIGNED_COMPATIBILITY_ONLY,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15,SIGNED_EVIDENCE_INSUFFICIENT,NOT_EVALUABLE,NOT_EVALUABLE,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,CORRECTED_ADMATI_SUPPORT,NOT_EVALUABLE,BULK_MODULE_DIRECTIONAL,DEPENDENT_ON_SINGLE_CELL_EVIDENCE_NOT_VALIDATED_BY_BULK,a5e7b32e0553e7f09720afba8b626c8c70162f2fe1d33dde00e00b3c598dbf4e,S2,P1_PARACRINE_CORE,PASSAGE_DEPENDENT,NO_COMPETENT_RECEPTOR,NO_COMPETENT_NICHENET_LR,NOT_TARGET_COMPATIBLE,SIGNED_EVIDENCE_INSUFFICIENT,R2A,same module_union_sha256 is one pathway-level object; localization retained separately,NOT_PRIORITIZED
DCN,PROGRAM_MODULE_04,R2A,HOFBAUER,UP_IN_PE_PROGRAM,YES,18,19,0.9473684210526315,18,12,5,EGFR;IGF1R;LRP1;TLR2;TLR4,0.8907468272438551,0.0004997501249375312,0.000613460000401329,TARGET_COMPATIBLE,UNSIGNED_COMPATIBILITY_ONLY,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15,REVERSAL_SUPPORTED,REVERSAL,NOT_EVALUABLE,S1,ROBUST_BASELINE_SENDER,LICENSING_CONSISTENT_UP,YES,YES,CORRECTED_ADMATI_SUPPORT,NOT_EVALUABLE,BULK_MODULE_DIRECTIONAL,DEPENDENT_ON_SINGLE_CELL_EVIDENCE_NOT_VALIDATED_BY_BULK,a5e7b32e0553e7f09720afba8b626c8c70162f2fe1d33dde00e00b3c598dbf4e,S1,P1_PARACRINE_CORE,LICENSING_CONSISTENT_UP,RECEPTOR_COMPETENT,NICHENET_LR_WITH_COMPETENT_RECEPTOR,TARGET_COMPATIBLE,REVERSAL_SUPPORTED,R2A,same module_union_sha256 is one pathway-level object; localization retained separately,TIER_A_DIRECTIONAL_RESCUE_CANDIDATE
DKK3,PROGRAM_MODULE_04,R2A,HOFBAUER,UP_IN_PE_PROGRAM,YES,18,19,0.9473684210526315,18,12,0,,0.9033770798432665,0.0004997501249375312,0.000613460000401329,NOT_TARGET_COMPATIBLE,UNSIGNED_COMPATIBILITY_ONLY,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15,SIGNED_EVIDENCE_INSUFFICIENT,NOT_EVALUABLE,NOT_EVALUABLE,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,YES,YES,CORRECTED_ADMATI_SUPPORT,NOT_EVALUABLE,BULK_MODULE_DIRECTIONAL,DEPENDENT_ON_SINGLE_CELL_EVIDENCE_NOT_VALIDATED_BY_BULK,a5e7b32e0553e7f09720afba8b626c8c70162f2fe1d33dde00e00b3c598dbf4e,S2,P1_PARACRINE_CORE,NO_CLEAR_LICENSING_EFFECT,NO_COMPETENT_RECEPTOR,NO_COMPETENT_NICHENET_LR,NOT_TARGET_COMPATIBLE,SIGNED_EVIDENCE_INSUFFICIENT,R2A,same module_union_sha256 is one pathway-level object; localization retained separately,NOT_PRIORITIZED
DSC3,PROGRAM_MODULE_04,R2A,HOFBAUER,UP_IN_PE_PROGRAM,NO,18,19,0.9473684210526315,18,12,0,,0.879244159503048,0.0004997501249375312,0.000613460000401329,NOT_TARGET_COMPATIBLE,UNSIGNED_COMPATIBILITY_ONLY,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15,SIGNED_EVIDENCE_INSUFFICIENT,NOT_EVALUABLE,NOT_EVALUABLE,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,NO,YES,CORRECTED_ADMATI_SUPPORT,NOT_EVALUABLE,BULK_MODULE_DIRECTIONAL,DEPENDENT_ON_SINGLE_CELL_EVIDENCE_NOT_VALIDATED_BY_BULK,a5e7b32e0553e7f09720afba8b626c8c70162f2fe1d33dde00e00b3c598dbf4e,S2,P2_EXTRACELLULAR_EXTENDED,PASSAGE_DEPENDENT,NO_COMPETENT_RECEPTOR,NO_COMPETENT_NICHENET_LR,NOT_TARGET_COMPATIBLE,SIGNED_EVIDENCE_INSUFFICIENT,R2A,same module_union_sha256 is one pathway-level object; localization retained separately,NOT_PRIORITIZED
DSG2,PROGRAM_MODULE_04,R2A,HOFBAUER,UP_IN_PE_PROGRAM,YES,18,19,0.9473684210526315,18,12,0,,0.8764485363918103,0.0004997501249375312,0.000613460000401329,NOT_TARGET_COMPATIBLE,UNSIGNED_COMPATIBILITY_ONLY,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15,SIGNED_EVIDENCE_INSUFFICIENT,NOT_EVALUABLE,NOT_EVALUABLE,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,CORRECTED_ADMATI_SUPPORT,NOT_EVALUABLE,BULK_MODULE_DIRECTIONAL,DEPENDENT_ON_SINGLE_CELL_EVIDENCE_NOT_VALIDATED_BY_BULK,a5e7b32e0553e7f09720afba8b626c8c70162f2fe1d33dde00e00b3c598dbf4e,S2,P1_PARACRINE_CORE,PASSAGE_DEPENDENT,NO_COMPETENT_RECEPTOR,NO_COMPETENT_NICHENET_LR,NOT_TARGET_COMPATIBLE,SIGNED_EVIDENCE_INSUFFICIENT,R2A,same module_union_sha256 is one pathway-level object; localization retained separately,NOT_PRIORITIZED
ECM1,PROGRAM_MODULE_04,R2A,HOFBAUER,UP_IN_PE_PROGRAM,YES,18,19,0.9473684210526315,18,12,0,,0.8998775599144546,0.0004997501249375312,0.000613460000401329,NOT_TARGET_COMPATIBLE,UNSIGNED_COMPATIBILITY_ONLY,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15,SIGNED_EVIDENCE_INSUFFICIENT,NOT_EVALUABLE,NOT_EVALUABLE,S2,ROBUST_BASELINE_SENDER,DONOR_DEPENDENT,YES,YES,CORRECTED_ADMATI_SUPPORT,NOT_EVALUABLE,BULK_MODULE_DIRECTIONAL,DEPENDENT_ON_SINGLE_CELL_EVIDENCE_NOT_VALIDATED_BY_BULK,a5e7b32e0553e7f09720afba8b626c8c70162f2fe1d33dde00e00b3c598dbf4e,S2,P1_PARACRINE_CORE,DONOR_DEPENDENT,NO_COMPETENT_RECEPTOR,NO_COMPETENT_NICHENET_LR,NOT_TARGET_COMPATIBLE,SIGNED_EVIDENCE_INSUFFICIENT,R2A,same module_union_sha256 is one pathway-level object; localization retained separately,NOT_PRIORITIZED
EDIL3,PROGRAM_MODULE_04,R2A,HOFBAUER,UP_IN_PE_PROGRAM,YES,18,19,0.9473684210526315,18,12,4,ITGA5;ITGAV;ITGB1;ITGB5,0.874594846713139,0.0004997501249375312,0.000613460000401329,TARGET_COMPATIBLE,UNSIGNED_COMPATIBILITY_ONLY,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15,SIGNED_EVIDENCE_INSUFFICIENT,NOT_EVALUABLE,NOT_EVALUABLE,S2,ROBUST_BASELINE_SENDER,DONOR_DEPENDENT,YES,YES,CORRECTED_ADMATI_SUPPORT,NOT_EVALUABLE,BULK_MODULE_DIRECTIONAL,DEPENDENT_ON_SINGLE_CELL_EVIDENCE_NOT_VALIDATED_BY_BULK,a5e7b32e0553e7f09720afba8b626c8c70162f2fe1d33dde00e00b3c598dbf4e,S2,P1_PARACRINE_CORE,DONOR_DEPENDENT,RECEPTOR_COMPETENT,NICHENET_LR_WITH_COMPETENT_RECEPTOR,TARGET_COMPATIBLE,SIGNED_EVIDENCE_INSUFFICIENT,R2A,same module_union_sha256 is one pathway-level object; localization retained separately,TIER_B_COMPATIBILITY_CANDIDATE
EFEMP1,PROGRAM_MODULE_04,R2A,HOFBAUER,UP_IN_PE_PROGRAM,YES,18,19,0.9473684210526315,18,12,1,EGFR,0.8686269724255145,0.0004997501249375312,0.000613460000401329,TARGET_COMPATIBLE,UNSIGNED_COMPATIBILITY_ONLY,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15,SIGNED_EVIDENCE_INSUFFICIENT,NOT_EVALUABLE,NOT_EVALUABLE,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,CORRECTED_ADMATI_SUPPORT,NOT_EVALUABLE,BULK_MODULE_DIRECTIONAL,DEPENDENT_ON_SINGLE_CELL_EVIDENCE_NOT_VALIDATED_BY_BULK,a5e7b32e0553e7f09720afba8b626c8c70162f2fe1d33dde00e00b3c598dbf4e,S2,P1_PARACRINE_CORE,PASSAGE_DEPENDENT,RECEPTOR_COMPETENT,NICHENET_LR_WITH_COMPETENT_RECEPTOR,TARGET_COMPATIBLE,SIGNED_EVIDENCE_INSUFFICIENT,R2A,same module_union_sha256 is one pathway-level object; localization retained separately,TIER_B_COMPATIBILITY_CANDIDATE
EFEMP2,PROGRAM_MODULE_04,R2A,HOFBAUER,UP_IN_PE_PROGRAM,YES,18,19,0.9473684210526315,18,12,0,,0.8710940128586778,0.0004997501249375312,0.000613460000401329,NOT_TARGET_COMPATIBLE,UNSIGNED_COMPATIBILITY_ONLY,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15,SIGNED_EVIDENCE_INSUFFICIENT,NOT_EVALUABLE,NOT_EVALUABLE,S2,ROBUST_BASELINE_SENDER,DONOR_DEPENDENT,YES,YES,CORRECTED_ADMATI_SUPPORT,NOT_EVALUABLE,BULK_MODULE_DIRECTIONAL,DEPENDENT_ON_SINGLE_CELL_EVIDENCE_NOT_VALIDATED_BY_BULK,a5e7b32e0553e7f09720afba8b626c8c70162f2fe1d33dde00e00b3c598dbf4e,S2,P1_PARACRINE_CORE,DONOR_DEPENDENT,NO_COMPETENT_RECEPTOR,NO_COMPETENT_NICHENET_LR,NOT_TARGET_COMPATIBLE,SIGNED_EVIDENCE_INSUFFICIENT,R2A,same module_union_sha256 is one pathway-level object; localization retained separately,NOT_PRIORITIZED
EFNA4,PROGRAM_MODULE_04,R2A,HOFBAUER,UP_IN_PE_PROGRAM,YES,18,19,0.9473684210526315,18,12,0,,0.8932978804797109,0.0004997501249375312,0.000613460000401329,NOT_TARGET_COMPATIBLE,UNSIGNED_COMPATIBILITY_ONLY,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15,SIGNED_EVIDENCE_INSUFFICIENT,NOT_EVALUABLE,NOT_EVALUABLE,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,CORRECTED_ADMATI_SUPPORT,NOT_EVALUABLE,BULK_MODULE_DIRECTIONAL,DEPENDENT_ON_SINGLE_CELL_EVIDENCE_NOT_VALIDATED_BY_BULK,a5e7b32e0553e7f09720afba8b626c8c70162f2fe1d33dde00e00b3c598dbf4e,S2,P1_PARACRINE_CORE,PASSAGE_DEPENDENT,NO_COMPETENT_RECEPTOR,NO_COMPETENT_NICHENET_LR,NOT_TARGET_COMPATIBLE,SIGNED_EVIDENCE_INSUFFICIENT,R2A,same module_union_sha256 is one pathway-level object; localization retained separately,NOT_PRIORITIZED
EMC1,PROGRAM_MODULE_04,R2A,HOFBAUER,UP_IN_PE_PROGRAM,NO,18,19,0.9473684210526315,18,12,1,PRLR,0.8745712967497066,0.0004997501249375312,0.000613460000401329,TARGET_COMPATIBLE,UNSIGNED_COMPATIBILITY_ONLY,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15,SIGNED_EVIDENCE_INSUFFICIENT,NOT_EVALUABLE,NOT_EVALUABLE,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,NO,NO,CORRECTED_ADMATI_SUPPORT,NOT_EVALUABLE,BULK_MODULE_DIRECTIONAL,DEPENDENT_ON_SINGLE_CELL_EVIDENCE_NOT_VALIDATED_BY_BULK,a5e7b32e0553e7f09720afba8b626c8c70162f2fe1d33dde00e00b3c598dbf4e,S2,P3_FULL_LR_SENSITIVITY,NO_CLEAR_LICENSING_EFFECT,RECEPTOR_COMPETENT,NICHENET_LR_WITH_COMPETENT_RECEPTOR,TARGET_COMPATIBLE,SIGNED_EVIDENCE_INSUFFICIENT,R2A,same module_union_sha256 is one pathway-level object; localization retained separately,TIER_B_COMPATIBILITY_CANDIDATE
ENG,PROGRAM_MODULE_04,R2A,HOFBAUER,UP_IN_PE_PROGRAM,NO,18,19,0.9473684210526315,18,12,3,ACVR2A;BMPR2;ITGAV,0.8943055107487707,0.0004997501249375312,0.000613460000401329,TARGET_COMPATIBLE,UNSIGNED_COMPATIBILITY_ONLY,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15,SIGNED_EVIDENCE_INSUFFICIENT,NOT_EVALUABLE,NOT_EVALUABLE,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,NO,YES,CORRECTED_ADMATI_SUPPORT,NOT_EVALUABLE,BULK_MODULE_DIRECTIONAL,DEPENDENT_ON_SINGLE_CELL_EVIDENCE_NOT_VALIDATED_BY_BULK,a5e7b32e0553e7f09720afba8b626c8c70162f2fe1d33dde00e00b3c598dbf4e,S2,P2_EXTRACELLULAR_EXTENDED,PASSAGE_DEPENDENT,RECEPTOR_COMPETENT,NICHENET_LR_WITH_COMPETENT_RECEPTOR,TARGET_COMPATIBLE,SIGNED_EVIDENCE_INSUFFICIENT,R2A,same module_union_sha256 is one pathway-level object; localization retained separately,TIER_B_COMPATIBILITY_CANDIDATE
